,size,total_sqft,bath,price
7307,3,2400.0,4.0,240.0
7308,3,1304.0,3.0,65.0
7309,2,980.0,2.0,77.44
7310,2,1275.0,2.0,49.5
7311,3,2500.0,4.0,140.0
7312,3,2400.0,4.0,95.0
7313,3,1450.0,2.0,70.18
7314,2,890.0,2.0,40.0
7315,2,1340.0,2.0,85.0
7316,3,1100.0,2.0,75.0
7317,2,750.0,2.0,40.0
7318,2,1300.0,2.0,66.0
7319,2,1301.0,2.0,120.0
7320,3,1900.0,2.0,92.0
7321,2,1299.0,2.0,105.0
7322,3,1250.0,3.0,40.0
7323,2,925.0,2.0,55.0
7324,3,3900.0,3.0,250.0
7325,2,1107.0,2.0,45.0
7326,2,1300.0,2.0,67.0
7327,3,1715.0,3.0,95.0
7328,2,1200.0,2.0,55.0
7329,2,703.0,2.0,60.0
7330,2,921.0,2.0,29.47
7331,2,1144.0,2.0,65.0
7332,3,1400.0,2.0,56.0
7333,3,1705.0,3.0,91.0
7334,3,1430.0,2.0,55.0
7335,2,1240.0,2.0,55.0
7336,3,1325.0,2.0,60.8
7337,2,1230.0,2.0,44.0
7338,2,1000.0,2.0,28.0
7339,3,1330.0,2.0,46.45
7340,2,1243.0,2.0,46.0
7341,3,1500.0,2.0,100.0
7342,2,1073.0,2.0,72.0
7343,2,1300.0,2.0,56.0
7344,2,1065.0,2.0,30.75
7345,2,1216.0,2.0,66.88
7346,3,1252.0,3.0,59.0
7347,2,1196.0,2.0,44.8
7348,2,1027.0,2.0,44.0
7349,3,1270.0,2.0,57.15
7350,2,1171.0,2.0,39.0
7351,3,1215.0,2.0,48.6
7352,2,1180.0,2.0,77.0
7353,2,1160.0,2.0,33.51
7354,3,2140.0,3.0,139.0
7355,3,1500.0,3.0,100.0
7356,2,1008.0,2.0,52.0
7357,3,1921.0,4.0,129.0
7358,2,1127.0,2.0,32.0
7359,3,1621.0,3.0,124.0
7360,3,1030.0,2.0,77.25
7361,2,1314.0,2.0,84.0
7362,3,1220.0,3.0,56.0
7363,3,1590.0,2.0,85.0
7364,2,703.0,2.0,49.5
7365,3,1795.0,3.0,64.62
7366,2,825.0,2.0,35.0
7367,3,1254.0,2.0,70.0
7368,3,2040.0,3.0,114.0
7369,3,2215.0,4.0,154.0
7370,2,1478.0,2.0,125.0
7371,3,1820.0,3.0,79.5
7372,3,1623.0,3.0,89.0
7373,2,1243.0,2.0,46.0
7374,2,1200.0,2.0,40.5
7375,3,1613.0,3.0,72.0
7376,2,1293.0,2.0,80.0
7377,2,1065.0,2.0,28.5
7378,2,940.0,2.0,69.57
7379,3,1181.0,2.0,65.0
7380,2,1050.0,2.0,36.0
7381,3,1260.0,2.0,75.0
7382,3,1500.0,3.0,56.0
7383,2,1000.0,2.0,66.0
7384,3,1530.0,3.0,73.0
7385,2,1140.0,2.0,46.0
7386,3,1864.0,3.0,115.0
7387,3,1575.0,3.0,55.0
7388,3,1200.0,3.0,105.0
7389,2,945.0,2.0,45.0
7390,3,1691.0,3.0,100.0
7391,3,1220.0,3.0,35.25
7392,2,1160.0,2.0,39.0
7393,3,1950.0,2.0,89.5
7394,3,1650.0,3.0,85.0
7395,2,795.0,1.0,32.6
7396,3,2285.0,4.0,165.0
7397,2,1243.0,2.0,46.0
7398,2,1263.0,2.0,51.5
7399,3,1345.0,2.0,69.0
7400,3,1360.0,2.0,58.0
7401,2,1026.0,2.0,60.55
7402,2,1050.0,2.0,38.0
7403,3,1460.0,3.0,76.0
7404,3,1525.0,2.0,91.48
7405,3,1843.0,3.0,85.0
7406,2,1000.0,2.0,25.0
7407,3,1642.0,2.0,115.0
7408,3,1200.0,2.0,66.0
7409,2,975.0,2.0,60.0
7410,3,1075.0,2.0,44.0
7411,2,1210.0,2.0,77.93
7412,3,2000.0,3.0,100.0
7413,2,1225.0,2.0,68.0
7414,2,1290.0,2.0,80.04
7415,2,1220.0,2.0,56.0
7416,2,1361.0,2.0,79.0
7417,2,1394.0,2.0,85.0
7418,2,870.0,2.0,27.0
7419,2,1222.0,2.0,98.0
7420,2,1420.0,2.0,99.39
7421,3,1846.0,3.0,135.0
7422,2,1167.0,2.0,64.08
7423,2,902.0,2.0,25.0
7424,2,1050.0,2.0,52.5
7425,2,1000.0,2.0,50.0
7426,2,1260.0,2.0,58.0
7427,2,939.0,2.0,39.0
7428,2,1298.0,2.0,59.0
7429,3,1710.0,3.0,135.0
7430,2,1000.0,2.0,45.0
7431,3,3350.0,3.0,150.0
7432,2,1100.0,2.0,68.0
7433,2,1350.0,2.0,85.0
7434,3,1718.0,3.0,130.0
7435,3,1680.0,3.0,112.0
7436,2,1500.0,2.0,90.0
7437,3,1157.0,2.0,72.0
7438,2,1179.0,2.0,51.0
7439,2,1315.0,2.0,60.48
7440,2,1105.0,2.0,28.18
7441,3,1800.0,3.0,175.0
7442,2,1010.0,2.0,52.0
7443,2,1200.0,2.0,36.1
7444,2,1025.0,2.0,60.0
7445,2,1195.0,2.0,59.0
7446,2,1012.0,2.0,58.0
7447,3,1884.0,4.0,118.0
7448,2,1090.0,2.0,37.0
7449,3,1300.0,3.0,77.99
7450,3,1710.0,3.0,85.0
7451,3,1500.0,3.0,68.0
7452,3,1310.0,2.0,53.0
7453,2,674.0,1.0,19.9
7454,3,1350.0,3.0,70.0
7455,3,1464.0,2.0,115.0
7456,3,1400.0,2.0,40.45
7457,3,1625.0,2.0,48.75
7458,2,1065.0,2.0,30.76
7459,3,1385.0,3.0,90.0
7460,2,1040.0,2.0,50.0
7461,3,1817.0,3.0,110.0
7462,2,1205.0,2.0,47.0
7463,2,1070.0,2.0,33.43
7464,2,1070.0,2.0,52.0
7465,2,1340.0,2.0,75.0
7466,2,980.0,2.0,35.0
7467,2,1006.0,2.0,44.0
7468,2,1098.0,2.0,71.0
7469,2,1200.0,2.0,53.5
7470,2,1019.0,2.0,62.0
7471,2,1150.0,2.0,40.21
7472,3,1733.5,3.0,120.0
7473,2,1415.0,2.0,120.0
7474,3,1750.0,3.0,58.0
7475,3,1537.0,3.0,81.0
7476,2,1050.0,2.0,45.0
7477,3,1452.0,3.0,55.6
7478,2,1246.0,2.0,95.0
7479,3,1890.0,4.0,85.0
7480,2,972.0,2.0,40.0
7481,3,1255.0,2.0,60.0
7482,3,2440.0,3.0,142.0
7483,3,1938.0,3.0,92.69
7484,3,1711.0,3.0,125.0
7485,2,1392.0,2.0,95.0
7486,2,1225.0,2.0,77.0
7487,3,1750.0,3.0,120.0
7488,3,1260.0,2.0,80.0
7489,2,1285.0,2.0,78.0
7490,3,1590.0,3.0,96.0
7491,3,1571.0,3.0,65.0
7492,2,1060.0,2.0,48.66
7493,2,1255.0,2.0,58.0
7494,3,2400.0,2.0,185.0
7495,3,1520.0,2.0,81.0
7496,3,1530.0,2.0,70.99
7497,2,1170.0,2.0,45.51
7498,3,1580.0,3.0,75.0
7499,3,1777.26,3.0,89.0
7500,2,1303.0,2.0,55.78
7501,2,1680.0,2.0,59.0
7502,3,1495.0,2.0,70.0
7503,3,1835.0,3.0,108.0
7504,2,1080.0,2.0,38.0
7505,2,1025.0,2.0,29.61
7506,2,1225.0,2.0,67.48
7507,2,994.0,2.0,45.0
7508,2,1025.0,2.0,65.0
7509,2,1156.0,2.0,52.0
7510,2,1250.0,2.0,60.0
7511,3,1930.0,4.0,122.0
7512,2,1020.0,2.0,70.0
7513,3,1310.0,2.0,70.0
7514,2,1322.0,2.0,70.0
7515,2,1160.0,2.0,57.0
7516,2,1100.0,2.0,48.0
7517,3,1720.0,3.0,150.0
7518,3,1689.0,3.0,103.0
7519,2,1090.0,2.0,47.42
7520,2,2000.0,2.0,75.0
7521,2,1155.0,2.0,69.0
7522,3,3520.0,5.0,320.0
7523,2,1125.0,2.0,39.98
7524,3,1847.0,3.0,92.0
7525,3,1515.0,2.0,76.0
7526,2,1130.0,2.0,55.0
7527,2,1049.0,2.0,51.0
7528,3,2650.0,4.0,175.0
7529,2,850.0,2.0,25.4
7530,3,1842.0,3.0,115.0
7531,2,1282.0,2.0,72.0
7532,2,800.0,2.0,40.0
7533,3,1190.0,2.0,30.35
7534,3,1318.0,2.0,68.0
7535,2,1698.0,2.0,105.0
7536,3,2030.0,2.0,182.0
7537,3,1276.0,2.0,31.9
7538,3,1555.0,2.0,67.0
7539,3,1881.0,3.0,145.0
7540,3,1890.0,3.0,109.0
7541,2,935.0,2.0,32.0
7542,2,1000.0,2.0,58.0
7543,3,1510.0,3.0,75.0
7544,2,1120.0,2.0,50.0
7545,2,930.0,2.0,25.99
7546,3,1160.0,2.0,42.0
7547,2,1419.0,2.0,48.1
7548,2,1175.0,2.0,62.0
7549,3,1350.0,2.0,63.0
7550,2,996.0,2.0,24.9
7551,2,1076.0,2.0,30.13
7552,3,1715.0,3.0,112.0
7553,2,1072.0,2.0,45.0
7554,2,1230.0,2.0,80.0
7555,3,1600.0,2.0,65.0
7556,3,1411.0,3.0,93.25
7557,3,2404.0,3.0,138.0
7558,3,1208.0,3.0,45.0
7559,2,1225.0,2.0,69.84
7560,2,1162.0,2.0,69.0
7561,3,1262.0,2.0,65.0
7562,2,1050.0,2.0,35.0
7563,2,1160.0,2.0,33.51
7564,3,1500.0,3.0,61.95
7565,3,1610.0,3.0,85.0
7566,2,1340.0,2.0,41.0
7567,3,2275.0,4.0,182.0
7568,2,1162.0,2.0,58.0
7569,2,1500.0,2.0,145.0
7570,2,1170.0,2.0,65.0
7571,2,980.0,2.0,25.0
7572,3,1800.0,3.0,60.0
7573,3,1423.0,2.0,71.73
7574,2,1106.0,2.0,40.0
7575,2,1105.0,2.0,27.6
7576,2,1255.0,2.0,56.7
7577,3,1525.0,2.0,65.0
7578,2,1061.0,2.0,38.95
7579,2,600.0,2.0,29.5
7580,3,1400.0,2.0,40.45
7581,3,2100.0,3.0,145.0
7582,2,660.0,1.0,16.5
7583,2,633.0,1.0,18.0
7584,2,1260.0,2.0,120.0
7585,2,907.0,2.0,55.43
7586,3,2047.0,3.0,67.55
7587,2,1211.0,2.0,63.0
7588,3,1904.0,3.0,129.0
7589,2,1205.0,2.0,73.87
7590,2,1164.0,2.0,64.08
7591,2,1410.0,2.0,73.0
7592,2,1150.0,2.0,42.0
7593,2,1170.0,2.0,53.11
7594,2,1420.0,2.0,62.0
7595,2,1125.0,2.0,45.0
7596,3,1789.0,3.0,75.0
7597,2,1021.0,2.0,76.0
7598,2,1074.0,2.0,26.85
7599,2,1222.0,2.0,48.0
7600,3,1981.0,3.0,134.0
7601,2,1103.0,2.0,55.0
7602,2,1201.0,2.0,65.0
7603,2,970.0,2.0,36.0
7604,2,920.0,2.0,33.0
7605,3,1520.0,3.0,85.0
7606,3,1268.0,2.0,75.0
7607,3,1755.0,3.0,115.0
7608,2,945.0,2.0,35.0
7609,2,1167.0,2.0,37.5
7610,2,1276.0,2.0,80.0
7611,2,1234.0,2.0,51.0
7612,2,1180.0,2.0,75.0
7613,3,1370.0,2.0,87.0
7614,2,1015.0,2.0,25.88
7615,3,1400.0,3.0,90.0
7616,2,1050.0,2.0,40.0
7617,2,1251.0,2.0,46.0
7618,3,1677.0,3.0,92.13
7619,2,1346.0,2.0,67.38
7620,2,1090.0,2.0,31.48
7621,3,1290.0,2.0,51.1
7622,3,1881.0,3.0,145.0
7623,2,1150.0,2.0,52.0
7624,3,1200.0,2.0,42.0
7625,2,950.0,2.0,65.0
7626,3,1491.0,3.0,40.5
7627,2,1050.0,2.0,51.66
7628,3,1660.0,3.0,131.0
7629,2,1134.0,2.0,55.0
7630,2,1100.0,2.0,60.0
7631,2,1200.0,2.0,36.1
7632,3,980.0,3.0,80.0
7633,2,1080.0,2.0,37.8
7634,3,1200.0,2.0,35.0
7635,2,1200.0,2.0,50.0
7636,3,1804.0,3.0,127.0
7637,2,750.0,2.0,20.0
7638,2,1090.0,2.0,38.37
7639,3,1287.0,3.0,55.0
7640,3,2215.0,4.0,157.0
7641,2,1045.0,2.0,42.15
7642,2,1263.0,2.0,47.36
7643,3,1431.0,3.0,85.0
7644,2,999.0,2.0,32.9
7645,3,1650.0,3.0,85.5
7646,3,1535.0,3.0,72.0
7647,3,1300.0,3.0,69.0
7648,3,2095.0,3.0,150.0
7649,2,1265.0,2.0,68.0
7650,2,1215.0,2.0,44.96
7651,2,2200.0,2.0,180.0
7652,2,1028.0,2.0,51.0
7653,3,1835.0,2.0,92.0
7654,3,1800.0,3.0,65.0
7655,3,2077.0,3.0,175.0
7656,2,708.0,2.0,31.15
7657,2,1200.0,2.0,120.0
7658,2,925.0,2.0,46.25
7659,3,2826.0,3.0,148.0
7660,3,1450.0,2.0,90.0
7661,2,1100.0,2.0,65.0
7662,2,1185.0,2.0,55.0
7663,2,1200.0,2.0,70.0
7664,3,1920.0,4.0,121.0
7665,2,1205.0,2.0,68.32
7666,2,1200.0,2.0,46.0
7667,3,1421.0,2.0,73.0
7668,3,1250.0,3.0,48.9
7669,3,1540.0,3.0,90.0
7670,2,984.0,2.0,45.91
7671,2,985.0,2.0,50.17
7672,2,1140.0,2.0,60.0
7673,3,1410.0,2.0,44.42
7674,3,1700.0,2.0,86.0
7675,2,1360.0,2.0,62.425
7676,2,1333.0,2.0,86.65
7677,2,1258.0,2.0,85.5
7678,3,1458.0,2.0,87.0
7679,2,1386.0,2.0,85.0
7680,2,1140.0,2.0,32.92
7681,2,1200.0,2.0,83.0
7682,2,1081.0,2.0,39.0
7683,2,1178.0,2.0,80.0
7684,2,991.0,2.0,40.0
7685,3,1493.0,2.0,90.0
7686,3,2495.0,3.0,130.0
7687,2,1080.0,2.0,31.99
7688,2,814.0,2.0,53.0
7689,2,1025.0,2.0,50.0
7690,2,1115.0,2.0,61.0
7691,3,1760.0,3.0,160.0
7692,2,1175.0,2.0,52.86
7693,2,1100.0,2.0,45.0
7694,2,1450.0,2.0,50.75
7695,3,1810.0,3.0,131.0
7696,3,1426.0,2.0,71.0
7697,3,2400.0,2.0,195.0
7698,2,1100.0,2.0,70.0
7699,3,1350.0,3.0,47.25
7700,2,900.0,2.0,27.0
7701,2,1360.0,2.0,110.0
7702,3,1655.0,3.0,110.0
7703,2,1300.0,2.0,95.0
7704,2,1277.0,2.0,92.0
7705,2,1200.0,2.0,54.0
7706,2,1015.0,2.0,39.08
7707,2,1153.0,2.0,60.0
7708,2,1035.0,2.0,51.5
7709,2,1150.0,2.0,46.0
7710,2,1020.0,2.0,80.0
7711,2,1160.0,2.0,95.0
7712,3,1075.0,2.0,31.0
7713,2,1225.0,2.0,72.0
7714,2,1600.0,2.0,160.0
7715,3,1350.0,3.0,60.0
7716,3,1300.0,3.0,69.0
7717,2,830.0,2.0,36.28
7718,2,1155.0,2.0,69.18
7719,2,905.0,2.0,55.0
7720,3,1375.0,2.0,75.0
7721,2,1140.0,2.0,33.84
7722,3,1550.0,2.0,60.0
7723,2,957.0,2.0,55.0
7724,2,890.0,2.0,45.0
7725,2,1070.0,2.0,55.0
7726,2,925.0,2.0,37.0
7727,2,1415.0,2.0,60.0
7728,2,1225.0,2.0,37.0
7729,3,1732.0,3.0,112.0
7730,2,1260.0,2.0,69.9
7731,2,1092.0,2.0,49.0
7732,2,827.0,2.0,34.0
7733,2,1357.0,2.0,54.0
7734,2,650.0,1.0,40.0
7735,3,1370.0,2.0,54.79
7736,3,1725.0,3.0,106.0
7737,2,1000.0,2.0,70.0
7738,3,1717.0,3.0,110.0
7739,2,700.0,2.0,34.0
7740,2,800.0,2.0,32.0
7741,3,1415.0,2.0,65.0
7742,3,1976.0,3.0,145.0
7743,2,883.0,2.0,37.01
7744,3,1445.0,3.0,50.0
7745,3,2082.0,3.0,104.0
7746,2,1140.0,2.0,46.0
7747,2,933.0,2.0,66.0
7748,2,1155.0,2.0,57.0
7749,2,1130.0,2.0,36.0
7750,2,1200.0,2.0,73.2
7751,2,1055.0,2.0,43.0
7752,3,1555.0,3.0,125.0
7753,3,1420.0,3.0,62.0
7754,2,896.9,2.0,78.74
7755,2,1035.0,2.0,40.0
7756,3,1839.0,3.0,160.0
7757,2,1200.0,2.0,44.0
7758,2,993.0,2.0,42.0
7759,2,1225.0,2.0,45.0
7760,2,900.0,2.0,55.0
7761,2,825.0,2.0,32.0
7762,3,1800.0,3.0,92.0
7763,2,1167.0,2.0,63.0
7764,2,1150.0,2.0,41.0
7765,2,2260.0,3.0,90.0
7766,2,1100.0,2.0,58.0
7767,3,1330.0,2.0,58.0
7768,3,1770.0,3.0,108.0
7769,3,2100.0,3.0,125.0
7770,2,1000.0,2.0,42.0
7771,3,1419.59,2.0,65.0
7772,3,1400.0,3.0,81.0
7773,2,750.0,2.0,37.49
7774,2,1070.0,2.0,87.0
7775,3,1536.0,3.0,107.0
7776,3,2400.0,3.0,196.0
7777,3,1773.5,2.0,102.92
7778,2,1342.0,2.0,72.0
7779,3,1600.0,3.0,130.0
7780,3,1820.0,3.0,99.0
7781,3,1665.0,3.0,78.0
7782,3,1850.0,3.0,150.0
7783,2,1091.0,2.0,40.0
7784,2,1346.0,2.0,74.03
7785,2,1060.0,2.0,33.95
7786,2,1059.0,2.0,57.0
7787,2,1299.0,2.0,97.0
7788,3,1491.0,3.0,85.0
7789,2,1200.0,2.0,85.0
7790,2,1296.0,2.0,70.0
7791,2,1125.0,2.0,55.0
7792,3,1275.0,3.0,70.0
7793,2,1095.0,2.0,55.0
7794,2,1330.0,2.0,74.0
7795,2,1135.0,2.0,60.0
7796,2,1194.0,2.0,51.0
7797,2,770.0,1.0,38.0
7798,3,1355.0,3.0,54.2
7799,2,1116.0,2.0,51.91
7800,3,1707.0,3.0,115.0
7801,2,1070.0,2.0,49.0
7802,3,1240.0,2.0,83.0
7803,2,1300.0,2.0,91.65
7804,2,1700.0,2.0,76.0
7805,3,1383.0,2.0,76.18
7806,2,1200.0,2.0,34.65
7807,2,935.0,2.0,45.0
7808,3,2072.0,4.0,151.0
7809,2,1116.0,2.0,45.0
7810,3,1639.0,3.0,107.0
7811,3,1839.0,3.0,130.0
7812,2,1300.0,2.0,63.0
7813,3,2289.0,3.0,180.0
7814,3,2316.0,3.0,125.0
7815,2,1005.0,2.0,39.77
7816,2,1080.0,2.0,38.0
7817,2,910.0,2.0,36.0
7818,2,1200.0,2.0,73.0
7819,2,1110.0,2.0,39.9
7820,2,1142.0,2.0,56.0
7821,2,1005.0,2.0,55.0
7822,3,1626.6,3.0,133.0
7823,2,1074.0,2.0,54.0
7824,2,1230.0,2.0,80.0
7825,2,660.0,1.0,23.0
7826,2,1007.0,2.0,48.0
7827,3,1820.0,3.0,113.0
7828,2,1100.0,2.0,60.0
7829,2,1348.0,2.0,100.0
7830,2,1230.0,2.0,66.25
7831,3,1176.0,2.0,37.62
7832,3,1590.0,3.0,57.0
7833,2,1200.0,2.0,78.0
7834,2,1298.0,2.0,65.0
7835,2,1161.0,2.0,55.15
7836,2,1285.0,2.0,60.0
7837,3,1644.0,3.0,92.59
7838,3,1819.0,3.0,150.0
7839,2,1205.0,2.0,85.0
7840,2,1050.0,2.0,42.0
7841,2,1270.0,2.0,62.0
7842,3,1240.0,2.0,39.89
7843,3,1221.0,3.0,70.0
7844,2,1339.0,2.0,63.0
7845,2,1315.0,2.0,85.0
7846,2,1250.0,2.0,68.0
7847,2,850.0,2.0,27.0
7848,3,1600.0,2.0,110.0
7849,2,1250.0,2.0,62.0
7850,3,1312.0,2.0,56.5
7851,2,1300.0,2.0,28.0
7852,3,1990.0,3.0,98.0
7853,2,760.0,2.0,38.5
7854,3,1614.0,2.0,59.0
7855,3,1182.0,2.0,60.1
7856,2,1053.0,2.0,46.29
7857,3,2000.0,3.0,125.0
7858,3,1940.0,4.0,116.0
7859,3,1590.0,3.0,105.0
7860,2,1035.0,2.0,52.79
7861,2,1075.0,2.0,53.0
7862,2,900.0,2.0,55.0
7863,3,1260.0,2.0,62.0
7864,3,1702.0,3.0,107.0
7865,3,1080.0,2.0,65.0
7866,2,1189.0,2.0,45.0
7867,2,1035.0,2.0,39.0
7868,2,1200.0,2.0,36.0
7869,3,1300.0,3.0,69.0
7870,2,1330.0,2.0,93.65
7871,3,1210.0,2.0,65.0
7872,3,1350.0,2.0,54.2
7873,3,1900.0,2.0,65.0
7874,3,1935.0,4.0,125.0
7875,3,1410.0,3.0,90.0
7876,2,1469.0,2.0,99.14
7877,2,986.0,2.0,30.0
7878,3,1460.0,2.0,87.0
7879,3,1260.0,2.0,85.05
7880,3,1345.0,2.0,39.5
7881,2,980.0,2.0,57.0
7882,2,1164.0,2.0,75.0
7883,2,929.0,1.0,51.0
7884,2,1065.0,2.0,70.0
7885,2,1172.0,2.0,56.725
7886,3,3000.0,3.0,265.0
7887,2,1020.0,2.0,30.27
7888,3,1362.0,3.0,62.63
7889,3,1746.0,3.0,115.0
7890,2,1025.0,2.0,29.6
7891,2,1532.0,2.0,65.0
7892,3,1200.0,2.0,120.0
7893,2,1250.0,2.0,65.0
7894,2,1188.0,2.0,39.0
7895,2,1170.0,2.0,85.0
7896,3,1800.0,3.0,150.0
7897,2,1000.0,2.0,35.0
7898,2,1061.0,2.0,34.0
7899,2,1290.0,2.0,69.0
7900,2,1200.0,2.0,42.6
7901,2,1120.0,2.0,39.29
7902,3,1333.0,3.0,50.0
7903,3,1691.0,3.0,119.0
7904,3,2030.0,4.0,125.0
7905,2,1012.0,2.0,70.0
7906,3,1245.0,2.0,60.0
7907,3,1765.0,3.0,118.0
7908,2,1110.0,2.0,36.25
7909,2,967.0,2.0,47.8
7910,2,1044.0,2.0,36.0
7911,3,1518.0,3.0,80.0
7912,3,1300.0,2.0,57.0
7913,3,1798.0,3.0,73.0
7914,2,866.28,2.0,36.38
7915,2,1179.0,2.0,56.0
7916,2,1125.0,2.0,48.0
7917,3,2098.0,3.0,210.0
7918,3,1976.0,3.0,92.0
7919,2,1190.0,2.0,61.8
7920,3,1761.0,3.0,84.52
7921,3,1700.0,3.0,120.0
7922,2,1128.0,2.0,64.8
7923,3,2000.0,3.0,85.0
7924,3,1220.0,2.0,35.25
7925,3,1852.0,4.0,122.0
7926,2,1045.0,2.0,40.65
7927,2,1102.0,2.0,53.67
7928,3,1436.0,2.0,75.0
7929,3,1397.0,2.0,52.0
7930,2,1140.0,2.0,56.0
7931,3,2050.0,3.0,135.0
7932,2,1335.0,2.0,95.0
7933,2,2100.0,1.0,200.0
7934,3,1255.0,3.0,77.68
7935,2,1140.0,2.0,59.0
7936,3,2376.0,3.0,240.0
7937,3,1450.0,3.0,60.9
7938,3,1400.0,3.0,66.0
7939,2,1339.0,2.0,53.56
7940,3,1220.0,2.0,35.23
7941,2,1305.0,2.0,52.0
7942,3,1740.0,3.0,80.0
7943,2,680.0,1.0,21.0
7944,2,1154.0,2.0,47.0
7945,2,1200.0,2.0,40.0
7946,2,1155.0,2.0,54.5
7947,3,1525.0,2.0,63.0
7948,2,1100.0,2.0,60.0
7949,2,1250.0,2.0,65.0
7950,2,1400.0,2.0,70.0
7951,3,1600.0,3.0,100.0
7952,2,1060.0,2.0,55.0
7953,2,1272.0,2.0,50.0
7954,2,1296.0,2.0,105.0
7955,3,1945.0,3.0,115.0
7956,3,1033.0,2.0,30.47
7957,3,2300.0,2.0,69.0
7958,2,1235.0,2.0,52.76
7959,2,850.0,2.0,42.5
7960,3,1880.0,3.0,110.0
7961,2,1060.0,2.0,52.0
7962,3,2041.0,3.0,138.0
7963,2,1037.0,2.0,36.28
7964,2,1150.0,2.0,39.0
7965,2,1184.0,2.0,62.0
7966,3,1680.0,3.0,126.0
7967,3,1411.0,3.0,100.0
7968,2,900.0,2.0,41.0
7969,3,1702.0,3.0,120.0
7970,2,1185.0,2.0,45.0
7971,3,1300.0,3.0,64.0
7972,3,1545.0,3.0,65.0
7973,3,1515.0,2.0,135.0
7974,3,1300.0,3.0,55.0
7975,2,1107.0,2.0,57.0
7976,3,1720.0,3.0,106.0
7977,3,1540.0,3.0,150.0
7978,2,1000.0,2.0,44.5
7979,2,1100.0,2.0,38.0
7980,2,1250.0,2.0,48.0
7981,3,1584.01,3.0,104.0
7982,3,1485.0,2.0,70.0
7983,3,1100.0,2.0,78.0
7984,2,1245.0,2.0,59.0
7985,2,1050.0,2.0,45.0
7986,3,1640.0,3.0,105.0
7987,2,1165.0,2.0,65.0
7988,2,1110.0,2.0,43.0
7989,2,1300.0,2.0,75.0
7990,2,1200.0,1.0,42.0
7991,2,1232.0,2.0,69.61
7992,3,1704.0,3.0,94.36
7993,3,1275.0,2.0,88.0
7994,3,1222.0,2.0,68.0
7995,2,1155.0,2.0,39.0
7996,2,1000.0,2.0,29.95
7997,2,1200.0,2.0,45.0
7998,3,1517.0,3.0,71.28
7999,2,1166.0,2.0,37.29
8000,2,870.0,2.0,24.0
8001,3,1345.0,3.0,58.0
8002,3,900.0,3.0,75.0
8003,3,971.0,2.0,38.0
8004,2,1255.0,2.0,52.32
8005,2,1810.0,2.0,65.0
8006,2,1300.0,2.0,58.0
8007,2,1185.0,2.0,45.0
8008,2,1350.0,2.0,68.0
8009,3,1590.0,3.0,76.16
8010,3,1650.0,3.0,126.0
8011,3,1645.0,3.0,87.0
8012,3,1748.0,3.0,103.0
8013,3,1200.0,3.0,67.77
8014,2,1170.0,2.0,50.0
8015,3,1320.0,2.0,65.0
8016,3,1610.0,3.0,84.53
8017,3,1870.0,3.0,180.0
8018,3,1510.0,2.0,110.0
8019,3,1305.0,2.0,45.68
8020,3,1500.0,2.0,70.0
8021,3,1448.0,3.0,70.0
8022,2,1242.0,2.0,78.0
8023,2,1268.0,2.0,58.0
8024,2,1101.0,2.0,50.0
8025,2,1255.0,2.0,65.0
8026,3,1362.0,3.0,62.63
8027,2,1089.0,2.0,32.67
8028,3,1345.0,2.0,57.0
8029,2,950.0,2.0,45.0
8030,2,1068.0,2.0,43.0
8031,2,860.0,1.0,31.0
8032,3,1756.0,3.0,66.73
8033,2,1205.0,2.0,41.0
8034,3,1800.0,3.0,125.0
8035,3,1604.0,3.0,68.0
8036,2,1015.0,2.0,25.88
8037,3,1200.0,2.0,42.0
8038,2,1010.0,2.0,38.0
8039,2,1010.0,2.0,41.0
8040,2,1050.0,2.0,33.1
8041,3,1710.0,3.0,85.0
8042,3,1248.52,3.0,115.0
8043,3,1656.0,2.0,62.93
8044,3,1451.0,3.0,68.0
8045,2,1250.0,2.0,93.0
8046,3,4395.0,3.0,240.0
8047,3,1340.0,2.0,42.0
8048,2,1100.0,2.0,38.5
8049,3,1700.0,3.0,71.0
8050,2,1096.0,2.0,43.0
8051,2,1160.0,2.0,33.5
8052,3,1936.0,3.0,139.0
8053,3,1269.0,2.0,63.0
8054,3,1586.0,3.0,125.0
8055,2,1376.0,2.0,124.0
8056,3,1452.0,3.0,56.5
8057,3,1538.0,3.0,107.0
8058,3,1427.0,2.0,130.0
8059,2,935.0,2.0,40.0
8060,2,1220.0,2.0,65.0
8061,2,1197.0,2.0,77.0
8062,2,674.0,1.0,19.9
8063,3,1573.0,3.0,90.0
8064,2,1135.0,2.0,58.0
8065,3,1400.0,2.0,40.43
8066,3,1800.0,3.0,95.0
8067,3,2045.0,3.0,108.0
8068,2,1268.0,2.0,56.0
8069,2,883.0,2.0,39.0
8070,3,1600.0,3.0,100.0
8071,2,1056.0,2.0,70.0
8072,2,1204.0,2.0,58.0
8073,3,1410.0,2.0,54.0
8074,2,1460.0,2.0,80.3
8075,2,1100.0,2.0,41.18
8076,2,1310.0,2.0,88.0
8077,3,1600.0,3.0,90.0
8078,2,1250.0,2.0,55.0
8079,3,1665.0,3.0,74.93
8080,3,1345.0,2.0,57.0
8081,2,1416.0,2.0,67.0
8082,2,1145.0,2.0,46.0
8083,3,1231.0,3.0,58.0
8084,3,1664.0,3.0,73.95
8085,3,2000.0,3.0,76.0
8086,2,972.0,2.0,43.0
8087,2,1185.0,2.0,47.39
